Crop,Crop_Year,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Severity Value,AVERAGE MEAN
Rapeseed &Mustard,2015,Winter,7308,1497,1210.1,1154006.28,2411.64,0.206785714,3,24.98
Rice,2015,Autumn,541000,390000,1210.1,85429310,178530,0.864583333,3,24.98
Rice,2015,Summer,234000,782000,1210.1,36950940,77220,2.619090909,3,24.98
Rice,2015,Winter,3167000,4702000,1210.1,500100970,1045110,1.417666667,3,24.98
Sesamum,2015,Autumn,2959,623,1210.1,467255.69,976.47,0.258,3,24.98
Sesamum,2015,Summer,4633,1219,1210.1,731597.03,1528.89,0.309047619,3,24.98
Sesamum,2015,Winter,12434,2300,1210.1,1963452.94,4103.22,0.182,3,24.98
Sugarcane,2015,Winter,8962,577158,1210.1,1415189.42,2957.46,58.85428571,3,24.98
Urad,2015,Autumn,20281,5005,1210.1,3202572.71,6692.73,0.282142857,3,24.98
Urad,2015,Summer,7564,3170,1210.1,1194431.24,2496.12,0.388,3,24.98
Urad,2015,Winter,46473,16207,1210.1,7338551.43,15336.09,0.311481481,3,24.98
Wheat,2015,Summer,367,494,1210.1,57952.97,121.11,1.2675,3,24.98
Groundnut,2016,Autumn,21190,20029,1460.5,3247367.5,7416.5,0.982380952,3,25.36
Groundnut,2016,Summer,19389,29731,1460.5,2971364.25,6786.15,1.491851852,3,25.36
Groundnut,2016,Winter,4355,5469,1460.5,667403.75,1524.25,1.24875,3,25.36
Horse-gram,2016,Summer,40,15,1460.5,6130,14,0.3375,3,25.36
Horse-gram,2016,Winter,34046,14838,1460.5,5217549.5,11916.1,0.396071429,3,25.36
Jute,2016,Autumn,753,1264,1460.5,115397.25,263.55,1.741666667,3,25.36
Maize,2016,Autumn,68457,195388,1460.5,10491035.25,23959.95,1.746521739,3,25.36
Maize,2016,Summer,2589,7542,1460.5,396764.25,906.15,1.770769231,3,25.36
Maize,2016,Winter,1344,1736,1460.5,205968,470.4,1.541818182,3,25.36
Moong(Green Gram),2016,Autumn,40753,17849,1460.5,6245397.25,14263.55,0.60875,3,25.36
Moong(Green Gram),2016,Summer,157356,74083,1460.5,24114807,55074.6,0.461153846,3,25.36
Moong(Green Gram),2016,Winter,128055,41693,1460.5,19624428.75,44819.25,0.407916667,3,25.36
Niger seed,2016,Winter,15018,4616,1460.5,2301508.5,5256.3,0.288888889,3,25.36
Potato,2016,Winter,6524,82158,1460.5,999803,2283.4,12.69703704,3,25.36
Ragi,2016,Autumn,14266,9107,1460.5,2186264.5,4993.1,0.594117647,3,25.36
Ragi,2016,Summer,78,54,1460.5,11953.5,27.3,0.652857143,3,25.36
Ragi,2016,Winter,32617,23981,1460.5,4998555.25,11415.95,0.702727273,3,25.36
Rapeseed &Mustard,2016,Winter,9698,3354,1460.5,1486218.5,3394.3,0.293214286,3,25.36
Rice,2016,Autumn,511550,657520,1460.5,78395037.5,179042.5,1.444074074,3,25.36
Rice,2016,Summer,224780,793690,1460.5,34447535,78673,2.745333333,3,25.36
Rice,2016,Winter,3226450,8343100,1460.5,494453462.5,1129257.5,2.543,3,25.36
Sesamum,2016,Autumn,3571,1027,1460.5,547255.75,1249.85,0.270909091,3,25.36
Sesamum,2016,Summer,1435,439,1460.5,219913.75,502.25,0.408333333,3,25.36
Sesamum,2016,Winter,11000,3429,1460.5,1685750,3850,0.2825,3,25.36
Sugarcane,2016,Winter,5493,344294,1460.5,841802.25,1922.55,56.1604,3,25.36
Urad,2016,Autumn,27899,11114,1460.5,4275521.75,9764.65,0.46,3,25.36
Urad,2016,Summer,15269,8309,1460.5,2339974.25,5344.15,0.4775,3,25.36
Urad,2016,Winter,65569,29995,1460.5,10048449.25,22949.15,0.412068966,3,25.36
Wheat,2016,Summer,57,80,1460.5,8735.25,19.95,0.95,3,25.36
Groundnut,2017,Autumn,14414,12959,1344.4,2269340.16,5477.32,1.061111111,3,25.23
Groundnut,2017,Summer,17089,22355,1344.4,2690492.16,6493.82,1.498518519,3,25.23
Groundnut,2017,Winter,1817,2466,1344.4,286068.48,690.46,1.304375,3,25.23
Horse-gram,2017,Summer,373,142,1344.4,58725.12,141.74,0.45,3,25.23
Horse-gram,2017,Winter,25841,10641,1344.4,4068407.04,9819.58,0.383571429,3,25.23
Jute,2017,Autumn,947,2360,1344.4,149095.68,359.86,2.055,3,25.23
Maize,2017,Autumn,44436,111619,1344.4,6996003.84,16885.68,1.745714286,3,25.23
Maize,2017,Summer,2132,5803,1344.4,335662.08,810.16,2.552857143,3,25.23
Maize,2017,Winter,374,527,1344.4,58882.56,142.12,2.14625,3,25.23
Moong(Green Gram),2017,Autumn,26254,8381,1344.4,4133429.76,9976.52,0.383333333,3,25.23
Moong(Green Gram),2017,Summer,127403,57568,1344.4,20058328.32,48413.14,0.444814815,3,25.23
Moong(Green Gram),2017,Winter,82357,25559,1344.4,12966286.08,31295.66,0.419130435,3,25.23
Niger seed,2017,Winter,18348,5991,1344.4,2888709.12,6972.24,0.264444444,3,25.23
Potato,2017,Winter,3966,41812,1344.4,624407.04,1507.08,11.95545455,3,25.23
Ragi,2017,Autumn,10042,7679,1344.4,1581012.48,3815.96,0.573333333,3,25.23
Ragi,2017,Summer,110,75,1344.4,17318.4,41.8,0.643333333,3,25.23
Ragi,2017,Winter,32440,24893,1344.4,5107353.6,12327.2,0.635,3,25.23
Rapeseed &Mustard,2017,Winter,8650,2819,1344.4,1361856,3287,0.327916667,3,25.23
Rice,2017,Autumn,530320,576840,1344.4,83493580.8,201521.6,1.218928571,3,25.23
Rice,2017,Summer,221940,695400,1344.4,34942233.6,84337.2,2.673571429,3,25.23
Rice,2017,Winter,3014130,5279130,1344.4,474544627.2,1145369.4,1.747,3,25.23
Sesamum,2017,Autumn,2441,598,1344.4,384311.04,927.58,0.301818182,3,25.23
Sesamum,2017,Summer,1848,510,1344.4,290949.12,702.24,0.352941176,3,25.23
Sesamum,2017,Winter,10515,3030,1344.4,1655481.6,3995.7,0.268333333,3,25.23
Sugarcane,2017,Winter,3713,240245,1344.4,584574.72,1410.94,56.588,3,25.23
Urad,2017,Autumn,20431,6410,1344.4,3216656.64,7763.78,0.372307692,3,25.23
Urad,2017,Summer,13987,6963,1344.4,2202113.28,5315.06,0.413333333,3,25.23
Urad,2017,Winter,42760,15322,1344.4,6732134.4,16248.8,0.382413793,3,25.23
Wheat,2017,Summer,73,158,1344.4,11493.12,27.74,2.387142857,3,25.23
Groundnut,2018,Autumn,10974,11237,1635.9,1779982.8,3840.9,1.1135,3,25.11
Groundnut,2018,Summer,14924,21685,1635.9,2420672.8,5223.4,1.6984,3,25.11
Groundnut,2018,Winter,1977,2669,1635.9,320669.4,691.95,1.4975,3,25.11
Horse-gram,2018,Summer,38,14,1635.9,6163.6,13.3,0.35,3,25.11
Horse-gram,2018,Winter,23569,8680,1635.9,3822891.8,8249.15,0.379310345,3,25.11
Jute,2018,Autumn,200,313,1635.9,32440,70,1.54,3,25.11
Maize,2018,Autumn,49126,113342,1635.9,7968237.2,17194.1,1.665652174,3,25.11
Maize,2018,Summer,2855,7452,1635.9,463081,999.25,2.334615385,3,25.11
Maize,2018,Winter,67,164,1635.9,10867.4,23.45,2.231,3,25.11
Moong(Green Gram),2018,Autumn,10615,2798,1635.9,1721753,3715.25,0.418,3,25.11
Moong(Green Gram),2018,Summer,143548,50843,1635.9,23283485.6,50241.8,0.405555556,3,25.11
Moong(Green Gram),2018,Winter,62479,17222,1635.9,10134093.8,21867.65,0.332173913,3,25.11
Niger seed,2018,Winter,18987,5195,1635.9,3079691.4,6645.45,0.231111111,3,25.11
Potato,2018,Winter,4900,54455,1635.9,794780,1715,13.01730769,3,25.11
Ragi,2018,Autumn,8511,5827,1635.9,1380484.2,2978.85,0.640909091,3,25.11
Ragi,2018,Summer,212,132,1635.9,34386.4,74.2,0.768333333,3,25.11
Ragi,2018,Winter,27944,19356,1635.9,4532516.8,9780.4,0.538888889,3,25.11
Rapeseed &Mustard,2018,Winter,6019,1657,1635.9,976281.8,2106.65,0.271428571,3,25.11
Rice,2018,Autumn,454370,527490,1635.9,73698814,159029.5,1.322916667,3,25.11
Rice,2018,Summer,274230,925810,1635.9,44480106,95980.5,2.586071429,3,25.11
Rice,2018,Winter,3130820,6280410,1635.9,507819004,1095787,1.982333333,3,25.11
Sesamum,2018,Autumn,1592,490,1635.9,258222.4,557.2,0.287,3,25.11
Sesamum,2018,Summer,2229,449,1635.9,361543.8,780.15,0.282857143,3,25.11
Sesamum,2018,Winter,11056,2563,1635.9,1793283.2,3869.6,0.212777778,3,25.11
Sugarcane,2018,Winter,6778,417672,1635.9,1099391.6,2372.3,57.58454545,3,25.11
Urad,2018,Autumn,13720,3583,1635.9,2225384,4802,0.336666667,3,25.11
Urad,2018,Summer,4571,2336,1635.9,741416.2,1599.85,0.469090909,3,25.11
Urad,2018,Winter,39560,13123,1635.9,6416632,13846,0.352758621,3,25.11
Wheat,2018,Summer,147,268,1635.9,23843.4,51.45,1.825,3,25.11
Arhar/Tur,2019,Kharif,128630,144580,1593.9,22093488.8,47593.1,0.973461538,4,25.02
Bajra,2019,Kharif,1870,1160,1593.9,321191.2,691.9,0.678,4,25.02
Castor seed,2019,Kharif,4510,2910,1593.9,774637.6,1668.7,0.909,4,25.02
Castor seed,2019,Rabi,2280,1510,1593.9,391612.8,843.6,0.701538462,4,25.02
Coriander,2019,Rabi,19980,13140,1593.9,3431764.8,7392.6,0.614666667,4,25.02
Cotton(lint),2019,Kharif,169560,578500,1593.9,29123625.6,62737.2,3.399166667,4,25.02
Cowpea(Lobia),2019,Kharif,40330,30010,1593.9,6927080.8,14922.1,0.730666667,4,25.02
Cowpea(Lobia),2019,Rabi,27980,20670,1593.9,4805844.8,10352.6,0.7432,4,25.02
Dry chillies,2019,Kharif,24910,23360,1593.9,4278541.6,9216.7,0.938666667,4,25.02
Dry chillies,2019,Rabi,50090,65410,1593.9,8603458.4,18533.3,1.374,4,25.02
Garlic,2019,Rabi,13500,49530,1593.9,2318760,4995,4.251428571,4,25.02
Ginger,2019,Kharif,17140,228840,1593.9,2943966.4,6341.8,13.45275862,4,25.02
Gram,2019,Rabi,27820,21670,1593.9,4778363.2,10293.4,0.799285714,4,25.02
Groundnut,2019,Autumn,9663,11486,1593.9,1659716.88,3575.31,1.357894737,4,25.02
Groundnut,2019,Summer,18352,41013,1593.9,3152139.52,6790.24,1.848076923,4,25.02
Groundnut,2019,Winter,1422,2262,1593.9,244242.72,526.14,1.509090909,4,25.02
Horse-gram,2019,Summer,36,23,1593.9,6183.36,13.32,0.63,4,25.02
Horse-gram,2019,Winter,22722,8999,1593.9,3902730.72,8407.14,0.400344828,4,25.02
Jowar,2019,Kharif,5810,3680,1593.9,997925.6,2149.7,0.648,4,25.02
Jute,2019,Autumn,147,319,1593.9,25248.72,54.39,1.94,4,25.02
Linseed,2019,Rabi,10170,5040,1593.9,1746799.2,3762.9,0.519230769,4,25.02
Maize,2019,Autumn,61041,175675,1593.9,10484402.16,22585.17,2.048181818,4,25.02
Maize,2019,Summer,3934,13113,1593.9,675703.84,1455.58,2.243,4,25.02
Maize,2019,Winter,95,226,1593.9,16317.2,35.15,2.48125,4,25.02
Masoor,2019,Rabi,9340,4940,1593.9,1604238.4,3455.8,0.535714286,4,25.02
Mesta,2019,Kharif,4690,23420,1593.9,805554.4,1735.3,4.85,4,25.02
Moong(Green Gram),2019,Autumn,10656,3144,1593.9,1830274.56,3942.72,0.370909091,4,25.02
Moong(Green Gram),2019,Summer,169358,57566,1593.9,29088930.08,62662.46,0.431538462,4,25.02
Moong(Green Gram),2019,Winter,60116,20003,1593.9,10325524.16,22242.92,0.386818182,4,25.02
Niger seed,2019,Winter,15898,5699,1593.9,2730640.48,5882.26,0.287,4,25.02
Onion,2019,Rabi,35120,437140,1593.9,6032211.2,12994.4,12.21413793,4,25.02
Other  Rabi pulses,2019,Rabi,77940,37960,1593.9,13386974.4,28837.8,0.465909091,4,25.02
Other Kharif pulses,2019,Kharif,80810,36040,1593.9,13879925.6,29899.7,0.44,4,25.02
Peas & beans (Pulses),2019,Rabi,33400,25620,1593.9,5736784,12358,0.77,4,25.02
Potato,2019,Winter,4397,46961,1593.9,755228.72,1626.89,11.34730769,4,25.02
Ragi,2019,Autumn,9588,7154,1593.9,1646834.88,3547.56,0.620833333,4,25.02
Ragi,2019,Summer,381,288,1593.9,65440.56,140.97,0.613333333,4,25.02
Ragi,2019,Winter,25919,18778,1593.9,4451847.44,9590.03,0.5725,4,25.02
Rapeseed &Mustard,2019,Winter,6952,2039,1593.9,1194075.52,2572.24,0.263333333,4,25.02
Rice,2019,Autumn,426080,769480,1593.9,73183500.8,157649.6,1.8825,4,25.02
Rice,2019,Summer,292610,932910,1593.9,50258693.6,108265.7,2.796896552,4,25.02
Rice,2019,Winter,3222020,8052660,1593.9,553414155.2,1192147.4,2.564666667,4,25.02
Safflower,2019,Rabi,300,180,1593.9,51528,111,0.623333333,4,25.02
Sannhamp,2019,Kharif,4880,25590,1593.9,838188.8,1805.6,4.954,4,25.02
Sesamum,2019,Autumn,1935,594,1593.9,332355.6,715.95,0.428333333,4,25.02
Sesamum,2019,Summer,2603,570,1593.9,447091.28,963.11,0.293333333,4,25.02
Sesamum,2019,Winter,9457,2914,1593.9,1624334.32,3499.09,0.2275,4,25.02
Small millets,2019,Kharif,32870,16990,1593.9,5645751.2,12161.9,0.498125,4,25.02
Sugarcane,2019,Winter,8948,504870,1593.9,1536908.48,3310.76,56.56238095,4,25.02
Sunflower,2019,Kharif,630,470,1593.9,108208.8,233.1,0.8275,4,25.02
Sunflower,2019,Rabi,15930,20480,1593.9,2736136.8,5894.1,1.288333333,4,25.02
Sweet potato,2019,Kharif,36270,350740,1593.9,6229735.2,13419.9,9.507666667,4,25.02
Sweet potato,2019,Rabi,6610,59200,1593.9,1135333.6,2445.7,8.970909091,4,25.02
Tobacco,2019,Rabi,130,90,1593.9,22328.8,48.1,0.69,4,25.02
Turmeric,2019,Kharif,30000,60000,1593.9,5152800,11100,2.274482759,4,25.02
Urad,2019,Autumn,10170,2986,1593.9,1746799.2,3762.9,0.318181818,4,25.02
Urad,2019,Summer,8522,3212,1593.9,1463738.72,3153.14,0.409090909,4,25.02
Urad,2019,Winter,38948,15020,1593.9,6689708.48,14410.76,0.373076923,4,25.02
Wheat,2019,Summer,118,164,1593.9,20267.68,43.66,1.495,4,25.02
